,id,x,y,size,frame,track,ignore,track_fixed
0,1,540.8055555555555,4.787037037037037,108,8,1,False,2
1,2,531.578947368421,4.7368421052631575,114,9,1,False,2
2,3,528.4380952380952,13.16190476190476,105,9,2,False,2
3,1,516.75,19.887096774193548,124,10,2,False,2
4,1,506.0970873786408,26.058252427184467,103,11,2,False,2
5,1,491.0535714285714,34.830357142857146,112,12,2,False,2
6,2,477.7908496732026,42.39869281045752,153,13,2,False,2
7,1,466.0075187969925,47.81954887218045,133,14,2,False,2
8,1,452.6842105263158,54.95488721804512,133,15,2,False,2
9,1,439.8181818181818,61.58677685950413,121,16,2,False,2
10,1,427.1532258064516,67.38709677419355,124,17,2,False,2
11,2,414.76331360946745,73.75147928994083,169,18,2,False,2
12,1,401.9924812030075,80.40601503759399,133,19,2,False,2
13,1,390.22222222222223,86.7008547008547,117,20,2,False,2
14,2,377.1510791366906,93.94964028776978,139,21,2,False,2
15,1,366.4724409448819,99.92125984251967,127,22,2,False,2
16,1,354.64406779661016,105.46610169491524,118,23,2,False,2
17,1,343.0,111.27835051546391,97,24,2,False,2
18,1,331.3474576271187,117.59322033898304,118,25,2,False,2
19,1,319.16326530612247,124.73469387755102,49,26,2,False,2
20,1,306.3764705882353,131.69411764705882,85,27,2,False,2
21,1,294.97457627118644,137.72881355932202,118,28,2,False,2
22,1,282.3333333333333,145.33333333333334,75,29,2,False,2
23,1,268.8677685950413,152.65289256198346,121,30,2,False,2
24,1,255.87755102040816,159.12244897959184,49,31,2,False,2
25,1,243.09859154929575,166.0845070422535,71,32,2,False,2
26,1,229.71875,173.625,32,33,2,False,2
27,1,217.86567164179104,180.0597014925373,67,34,2,False,2
28,1,205.50526315789477,186.47368421052636,95,35,2,False,2
29,1,194.07339449541288,192.72477064220183,109,36,2,False,2
30,2,182.275,199.45,160,37,2,False,2
31,2,170.35256410256412,206.99358974358972,156,38,2,False,2
32,2,158.46625766871165,214.01226993865032,163,39,2,False,2
33,2,145.58333333333334,221.49305555555557,144,40,2,False,2
34,1,133.65384615384616,228.6692307692308,130,41,2,False,2
35,2,121.47741935483872,235.70967741935485,155,42,2,False,2
36,2,109.41726618705036,243.06474820143885,139,43,2,False,2
37,2,97.47058823529412,250.1372549019608,153,44,2,False,2
38,2,85.92571428571429,257.0857142857143,175,45,2,False,2
39,1,74.64406779661017,264.4491525423729,118,46,2,False,2
40,1,62.112,272.216,125,47,2,False,2
41,1,50.04166666666666,280.03125,96,48,2,False,2
42,1,38.60504201680672,287.4957983193277,119,49,2,False,2
43,1,26.88235294117647,295.38655462184875,119,50,2,False,2
44,1,14.47107438016529,303.10743801652893,121,51,2,False,2
45,1,4.372549019607843,307.29411764705884,102,52,2,False,2
