,Unnamed: 0,index,Unnamed: 0.1,id,x,y,size,frame,track,ignore,track_fixed,x_shift,y_shift,x_rotate,y_rotate
0,0,12,12,1,415.6287128712871,623.019801980198,202,13,1,False,1,0.0,0.0,0.0,0.0
1,1,13,13,1,415.5462962962963,613.4814814814815,216,14,1,False,1,-0.08241657499081612,-9.53832049871653,0.4767680454637312,-9.526754046310518
2,2,14,14,1,413.8976744186047,602.1534883720931,215,15,1,False,1,-1.7310384526824123,-20.866313608104974,-0.505083734782086,-20.931899773726
3,3,15,15,1,410.3252032520325,589.670731707317,246,16,1,False,1,-5.303509619254612,-33.34907027288102,-3.3397966683065285,-33.602581159212335
4,4,16,16,1,406.8583690987125,577.5321888412017,233,17,1,False,1,-8.77034377257462,-45.48761313899638,-6.0892286265931475,-45.92344906151119
5,5,17,17,1,402.352,566.852,250,18,1,False,1,-13.276712871287145,-56.16780198019808,-9.961882943442866,-56.849397289456704
6,6,18,18,1,398.003937007874,558.1259842519685,254,19,1,False,1,-17.624775863413106,-64.89381772822958,-13.791037780832314,-65.81525340305156
7,7,19,19,1,388.4380530973451,548.6991150442478,226,20,1,False,1,-27.190659773942002,-74.32068693595022,-22.78796664487176,-75.78657573585181
8,8,20,20,1,379.319587628866,539.1082474226804,194,21,1,False,1,-36.309125242421146,-83.91155455751766,-31.328634223085622,-85.89539127243788
9,9,21,21,1,367.26431718061673,530.7665198237886,227,22,1,False,1,-48.36439569067039,-92.25328215640945,-42.87427060518583,-94.92934087639676
10,10,22,22,1,356.63035019455253,523.6614785992218,257,23,1,False,1,-58.99836267673459,-99.35832338097623,-53.07352926979749,-102.64542714832506
11,11,23,23,1,349.5,514.1588785046729,214,24,1,False,1,-66.12871287128712,-108.86092347552517,-59.634672633187556,-112.54960304634501
